power_degree,cluster_coefficient,distance,average_degree,density,modularity,maximum_distance,size
-1.128586178941291,0.14241758241758246,7.51265306122449,2.52,0.05142857142857143,0.6302595112118922,20,50
-1.2002013974721566,0.13303030303030305,8.368979591836736,2.44,0.04979591836734694,0.6578876646062887,21,50
-1.613109577904932,0.1621978021978022,8.143673469387755,2.48,0.05061224489795919,0.6296826222684704,21,50
-1.128586178941291,0.11531135531135529,6.35265306122449,2.52,0.05142857142857143,0.6143864953388762,18,50
-1.309186479722276,0.11219780219780219,6.402448979591837,2.56,0.052244897959183675,0.6202392578125,18,50
-1.6609640474436813,0.1087878787878788,7.733061224489796,2.4,0.04897959183673469,0.6551388888888889,19,50
-1.6609640474436813,0.1087878787878788,7.733061224489796,2.4,0.04897959183673469,0.65125,19,50
-1.1611816122616765,0.1428205128205128,8.285714285714286,2.48,0.05061224489795919,0.6463319458896982,21,50
-1.2002013974721566,0.13303030303030305,8.368979591836736,2.44,0.04979591836734694,0.6595001343724806,21,50
-1.2002013974721566,0.13303030303030305,8.368979591836736,2.44,0.04979591836734694,0.6584251545283526,21,50
-0.6643070264162214,0.2016374269005848,7.300408163265306,2.68,0.054693877551020405,0.5760748496324348,18,50
-1.9999999999999978,0.072,11.798367346938775,2.16,0.044081632653061226,0.7187928669410151,25,50
-1.8994948384486774,0.07047619047619047,9.858775510204081,2.2,0.044897959183673466,0.7029752066115703,24,50
7.556801796692384e-17,0.24831168831168832,6.67265306122449,2.84,0.05795918367346939,0.5331283475500892,17,50
-1.7271499274803352,0.10977777777777778,10.488163265306122,2.32,0.0473469387755102,0.6850475624256838,23,50
-1.1123206837524269,0.1891666666666667,8.433469387755101,2.72,0.05551020408163265,0.5852076124567474,20,50
-1.2002013974721566,0.13303030303030305,8.368979591836736,2.44,0.04979591836734694,0.6600376242945445,21,50
-1.6609640474436813,0.12242424242424241,8.706938775510205,2.4,0.04897959183673469,0.6605555555555557,21,50
-1.6609640474436813,0.12242424242424241,8.706938775510205,2.4,0.04897959183673469,0.6554166666666666,21,50
-1.2478980141795721,0.10624242424242425,8.405714285714286,2.4,0.04897959183673469,0.6615277777777778,21,50
-1.2002013974721566,0.13303030303030305,8.368979591836736,2.44,0.04979591836734694,0.6619188390217684,21,50
-3.574856905592751e-16,0.32440860215053763,3.24,3.2,0.0653061224489796,0.429921875,11,50
-1.6352960883485503,0.13564102564102565,8.640816326530611,2.44,0.04979591836734694,0.6496909432948131,21,50
-0.34278367937482307,0.2978981937602627,3.6310204081632653,3.2,0.0653061224489796,0.448671875,11,50
-0.6643070264162214,0.2016374269005848,7.300408163265306,2.68,0.054693877551020405,0.5730674983292493,18,50
-1.2002013974721566,0.13303030303030305,8.368979591836736,2.44,0.04979591836734694,0.6595001343724805,21,50
-1.6352960883485503,0.13564102564102565,8.248979591836735,2.44,0.04979591836734694,0.6464660037624295,21,50
-1.5765200015297987,0.16183333333333333,7.932244897959183,2.56,0.052244897959183675,0.609375,19,50
-1.2002013974721566,0.13303030303030305,8.368979591836736,2.44,0.04979591836734694,0.6589626444504165,21,50
-1.2002013974721566,0.13303030303030305,8.368979591836736,2.44,0.04979591836734694,0.6557377049180327,21,50
-0.8148656344900402,0.15983333333333333,6.933061224489796,2.72,0.05551020408163265,0.5954801038062284,19,50
-1.6352960883485503,0.13564102564102565,8.44,2.44,0.04979591836734694,0.63974737973663,21,50
-1.2002013974721566,0.13303030303030305,8.539591836734694,2.44,0.04979591836734694,0.6632625638269283,21,50
-1.2002013974721566,0.13303030303030305,8.368979591836736,2.44,0.04979591836734694,0.6552002149959688,21,50
-0.5039149408171968,0.19250000000000003,8.420408163265305,2.72,0.05551020408163265,0.5869377162629756,20,50
-1.6352960883485503,0.14923076923076922,8.70938775510204,2.44,0.04979591836734694,0.6432410642300457,22,50
-1.7712437491614212,0.09666666666666666,8.982040816326531,2.28,0.04653061224489796,0.6982148353339489,23,50
-0.5039149408171968,0.1978333333333334,8.433469387755101,2.72,0.05551020408163265,0.5905060553633219,20,50
7.556801796692384e-17,0.2483116883116883,6.673469387755102,2.84,0.05795918367346939,0.5247966673279112,17,50
-1.6609640474436813,0.13606060606060608,9.914285714285715,2.4,0.04897959183673469,0.6733333333333333,22,50
-0.6903862382328457,0.18857843137254907,8.165714285714285,2.6,0.053061224489795916,0.5884023668639052,19,50
-1.2002013974721566,0.13303030303030305,8.539591836734694,2.44,0.04979591836734694,0.6589626444504165,21,50
-1.8267802104456954,0.08357142857142857,9.622857142857143,2.24,0.045714285714285714,0.6854272959183674,24,50
-1.7271499274803352,0.10977777777777778,10.488163265306122,2.32,0.0473469387755102,0.6874256837098693,23,50
-1.2478980141795721,0.09957575757575757,8.186938775510203,2.4,0.04897959183673469,0.6640277777777777,21,50
-1.613109577904932,0.1353113553113553,8.029387755102041,2.48,0.05061224489795919,0.6257804370447451,20,50
-1.7712437491614212,0.09666666666666666,8.570612244897958,2.28,0.04653061224489796,0.6845183133271776,23,50
-1.2002013974721566,0.13303030303030305,8.368979591836736,2.44,0.04979591836734694,0.6627250739048642,21,50
-1.7712437491614212,0.09666666666666666,8.570612244897958,2.28,0.04653061224489796,0.6692828562634657,23,50
-1.6352960883485503,0.14923076923076922,8.128979591836735,2.44,0.04979591836734694,0.6589626444504165,21,50
-1.2002013974721566,0.13303030303030305,8.368979591836736,2.44,0.04979591836734694,0.6600376242945445,21,50
-1.5936926411670824,0.14857142857142858,8.226122448979591,2.52,0.05142857142857143,0.626984126984127,19,50
-1.1611816122616765,0.1428205128205128,8.285714285714286,2.48,0.05061224489795919,0.6434703433922997,21,50
-0.5039149408171968,0.1978333333333334,8.433469387755101,2.72,0.05551020408163265,0.5969939446366782,20,50
-0.6643070264162214,0.2150877192982456,7.288979591836735,2.68,0.054693877551020405,0.5790822009356204,18,50
-0.3984378133461911,0.2771515151515151,6.645714285714286,2.96,0.060408163265306125,0.5385317750182615,17,50
-0.5039149408171968,0.1978333333333334,8.433469387755101,2.72,0.05551020408163265,0.598075259515571,20,50
-1.2002013974721566,0.13303030303030305,8.368979591836736,2.44,0.04979591836734694,0.6576189196452566,21,50
-1.2002013974721566,0.13303030303030305,8.368979591836736,2.44,0.04979591836734694,0.6613813490997044,21,50
-1.2002013974721566,0.13303030303030305,8.368979591836736,2.44,0.04979591836734694,0.6616500940607364,21,50
-0.6903862382328457,0.16161764705882356,5.274285714285714,2.6,0.053061224489795916,0.5989349112426036,16,50
-1.2002013974721566,0.13303030303030305,8.368979591836736,2.44,0.04979591836734694,0.6578876646062886,21,50
-1.9999999999999978,0.072,11.798367346938775,2.16,0.044081632653061226,0.7160493827160493,25,50
-1.2002013974721566,0.13303030303030305,8.368979591836736,2.44,0.04979591836734694,0.6576189196452566,21,50
-1.6609640474436813,0.1087878787878788,8.89795918367347,2.4,0.04897959183673469,0.6543055555555556,21,50
-1.2002013974721566,0.13303030303030305,8.368979591836736,2.44,0.04979591836734694,0.6576189196452566,21,50
-1.6352960883485503,0.13564102564102565,8.248979591836735,2.44,0.04979591836734694,0.6499596882558452,21,50
-1.1611816122616765,0.1428205128205128,8.285714285714286,2.48,0.05061224489795919,0.6471123829344433,21,50
-1.6352960883485503,0.13564102564102565,8.248979591836735,2.44,0.04979591836734694,0.6386723998925019,21,50
-1.3077317185938575,0.10355555555555557,9.791836734693877,2.36,0.04816326530612245,0.6794024705544385,23,50
-1.7271499274803352,0.10977777777777774,10.47265306122449,2.32,0.0473469387755102,0.6847502972651605,23,50
-1.128586178941291,0.12553113553113554,6.983673469387755,2.52,0.05142857142857143,0.628747795414462,18,50
-1.2002013974721566,0.13303030303030305,8.368979591836736,2.44,0.04979591836734694,0.6578876646062886,21,50
-1.2002013974721566,0.13303030303030305,8.368979591836736,2.44,0.04979591836734694,0.6621875839828003,21,50
-1.7271499274803352,0.096,8.718367346938775,2.32,0.0473469387755102,0.6694411414982164,22,50
-0.6424690711679243,0.2281904761904762,6.22530612244898,2.76,0.0563265306122449,0.5484141986977527,16,50
-1.8267802104456954,0.0976190476190476,11.280816326530612,2.24,0.045714285714285714,0.715561224489796,24,50
-1.613109577904932,0.1621978021978022,8.143673469387755,2.48,0.05061224489795919,0.6247398543184183,21,50
-1.2002013974721566,0.13303030303030305,8.368979591836736,2.44,0.04979591836734694,0.6613813490997044,21,50
8.716732758114886e-18,0.2054248366013072,8.128163265306123,2.68,0.054693877551020405,0.5797505012252171,19,50
-1.613109577904932,0.16241758241758242,8.212244897959184,2.48,0.05061224489795919,0.6426899063475545,21,50
-1.1611816122616765,0.1428205128205128,8.285714285714286,2.48,0.05061224489795919,0.6455515088449532,21,50
-1.7271499274803352,0.10977777777777778,10.488163265306122,2.32,0.0473469387755102,0.6926278240190251,23,50
-1.613109577904932,0.12175824175824174,6.8342857142857145,2.48,0.05061224489795919,0.610171696149844,17,50
-1.2002013974721566,0.13303030303030305,8.368979591836736,2.44,0.04979591836734694,0.6605751142166085,21,50
-1.6609640474436813,0.06787878787878787,5.4,2.4,0.04897959183673469,0.6279166666666666,15,50
-1.2002013974721566,0.13303030303030305,8.368979591836736,2.44,0.04979591836734694,0.6616500940607364,21,50
-1.6609640474436813,0.12242424242424241,8.706938775510205,2.4,0.04897959183673469,0.6626388888888889,21,50
-1.691105482157176,0.10921212121212122,9.430204081632652,2.36,0.04816326530612245,0.669635162309681,21,50
-1.613109577904932,0.16241758241758242,8.40326530612245,2.48,0.05061224489795919,0.6429500520291364,21,50
-1.2002013974721566,0.13303030303030305,8.368979591836736,2.44,0.04979591836734694,0.6616500940607364,21,50
-1.8267802104456954,0.08357142857142857,11.026938775510205,2.24,0.045714285714285714,0.7059948979591837,24,50
-1.2002013974721566,0.13303030303030305,8.368979591836736,2.44,0.04979591836734694,0.6632625638269283,21,50
-1.8267802104456954,0.08357142857142857,11.026938775510205,2.24,0.045714285714285714,0.6970663265306122,24,50
-0.6643070264162214,0.188187134502924,5.856326530612245,2.68,0.054693877551020405,0.5625974604588995,16,50
-1.2002013974721566,0.13303030303030305,8.368979591836736,2.44,0.04979591836734694,0.6586938994893845,21,50
-1.7712437491614212,0.09666666666666666,10.773877551020409,2.28,0.04653061224489796,0.6908279470606339,24,50
-0.7924812503605778,0.12516666666666665,5.294693877551021,2.64,0.053877551020408164,0.5819559228650139,15,50
-1.6352960883485503,0.13564102564102565,8.248979591836735,2.44,0.04979591836734694,0.6423004568664337,21,50
-1.128586178941291,0.14241758241758246,7.51265306122449,2.52,0.05142857142857143,0.6313932980599648,20,50
-1.2002013974721566,0.13303030303030305,8.368979591836736,2.44,0.04979591836734694,0.6581564095673207,21,50
-1.613109577904932,0.14886446886446886,8.33469387755102,2.48,0.05061224489795919,0.6263007284079085,20,50
-1.1611816122616765,0.1428205128205128,8.285714285714286,2.48,0.05061224489795919,0.6476326742976066,21,50
-1.2002013974721566,0.13303030303030305,8.539591836734694,2.44,0.04979591836734694,0.6584251545283526,21,50
-1.1611816122616765,0.1428205128205128,8.285714285714286,2.48,0.05061224489795919,0.643210197710718,21,50
-1.6352960883485503,0.13564102564102565,8.248979591836735,2.44,0.04979591836734694,0.63974737973663,21,50
-1.5936926411670824,0.14857142857142855,6.883265306122449,2.52,0.05142857142857143,0.6116150163769212,18,50
-0.7924812503605778,0.12516666666666665,5.294693877551021,2.64,0.053877551020408164,0.581267217630854,15,50
-1.613109577904932,0.16241758241758242,8.212244897959184,2.48,0.05061224489795919,0.645551508844953,21,50
-1.2002013974721566,0.13303030303030305,8.368979591836736,2.44,0.04979591836734694,0.6613813490997044,21,50
-1.1611816122616765,0.1428205128205128,8.285714285714286,2.48,0.05061224489795919,0.6458116545265349,21,50
-0.3984378133461911,0.2617391304347826,6.364897959183674,2.96,0.060408163265306125,0.5360664718772826,16,50
-1.6352960883485503,0.14923076923076922,8.128979591836735,2.44,0.04979591836734694,0.6600376242945445,21,50
-1.1611816122616765,0.1428205128205128,8.285714285714286,2.48,0.05061224489795919,0.6437304890738813,21,50
-0.6643070264162214,0.2150877192982456,7.565714285714286,2.68,0.054693877551020405,0.57083983069726,18,50
-1.613109577904932,0.12175824175824175,7.303673469387755,2.48,0.05061224489795919,0.6321540062434964,19,50
-1.1611816122616765,0.1428205128205128,8.285714285714286,2.48,0.05061224489795919,0.6447710718002081,21,50
-1.2002013974721566,0.13303030303030305,8.368979591836736,2.44,0.04979591836734694,0.6605751142166084,21,50
-1.613109577904932,0.14886446886446886,8.33469387755102,2.48,0.05061224489795919,0.6338449531737773,20,50
-1.2878082532300807,0.12266666666666667,9.101224489795918,2.48,0.05061224489795919,0.6659729448491156,22,50
-1.7712437491614212,0.06888888888888889,8.518367346938776,2.28,0.04653061224489796,0.6686672822406893,22,50
-1.6352960883485503,0.12205128205128205,8.098775510204081,2.44,0.04979591836734694,0.63974737973663,20,50
-1.5936926411670824,0.1620952380952381,7.99265306122449,2.52,0.05142857142857143,0.6313932980599647,20,50
-1.6609640474436813,0.1087878787878788,8.89795918367347,2.4,0.04897959183673469,0.6615277777777778,21,50
-0.3984378133461911,0.21616864295125165,5.405714285714286,2.96,0.060408163265306125,0.5050219138056976,14,50
-1.1611816122616765,0.1428205128205128,8.285714285714286,2.48,0.05061224489795919,0.644771071800208,21,50
-0.7925305717973884,0.23824769433465087,4.9077551020408166,2.96,0.060408163265306125,0.5230094959824689,14,50
-1.5936926411670824,0.17561904761904765,8.29795918367347,2.52,0.05142857142857143,0.6305114638447972,20,50
-1.2002013974721566,0.13303030303030305,8.368979591836736,2.44,0.04979591836734694,0.6603063692555765,21,50
-1.6609640474436813,0.1087878787878788,7.733061224489796,2.4,0.04897959183673469,0.6626388888888889,19,50
-1.5936926411670824,0.16209523809523813,8.753469387755102,2.52,0.05142857142857143,0.6225749559082892,20,50
-1.128586178941291,0.14241758241758243,8.332244897959184,2.52,0.05142857142857143,0.6234567901234568,20,50
-1.691105482157176,0.10921212121212122,9.430204081632652,2.36,0.04816326530612245,0.6783970123527723,21,50
-0.6643070264162214,0.22853801169590643,7.835102040816326,2.68,0.054693877551020405,0.5711739808420583,19,50
-1.6352960883485503,0.13564102564102565,8.248979591836735,2.44,0.04979591836734694,0.63840365493147,21,50
-1.1611816122616765,0.1428205128205128,8.285714285714286,2.48,0.05061224489795919,0.6473725286160249,21,50
-1.6609640474436813,0.12242424242424241,8.706938775510205,2.4,0.04897959183673469,0.6559722222222223,21,50
-1.7712437491614212,0.09666666666666666,10.773877551020409,2.28,0.04653061224489796,0.7020621729763004,24,50
-1.2002013974721566,0.13303030303030305,8.368979591836736,2.44,0.04979591836734694,0.6597688793335126,21,50
-1.6352960883485503,0.10846153846153844,6.884897959183673,2.44,0.04979591836734694,0.625100779360387,17,50
-1.613109577904932,0.1353113553113553,6.384489795918367,2.48,0.05061224489795919,0.6234391259105099,19,50
-1.2002013974721566,0.13303030303030305,8.368979591836736,2.44,0.04979591836734694,0.6621875839828003,21,50
-1.2002013974721566,0.13303030303030305,8.368979591836736,2.44,0.04979591836734694,0.6595001343724806,21,50
-1.2002013974721566,0.13303030303030305,8.368979591836736,2.44,0.04979591836734694,0.6600376242945445,21,50
-1.1611816122616765,0.1428205128205128,8.285714285714286,2.48,0.05061224489795919,0.6442507804370448,21,50
-1.7271499274803352,0.08222222222222221,8.156734693877551,2.32,0.0473469387755102,0.6698870392390013,22,50
-1.7712437491614212,0.09666666666666666,8.982040816326531,2.28,0.04653061224489796,0.6975992613111727,23,50
-0.6767335369128462,0.18836601307189543,7.325714285714286,2.64,0.053877551020408164,0.5862029384756657,18,50
-1.5936926411670824,0.17561904761904765,8.29795918367347,2.52,0.05142857142857143,0.628999748047367,20,50
-1.1611816122616765,0.1428205128205128,8.285714285714286,2.48,0.05061224489795919,0.643210197710718,21,50
-1.6352960883485503,0.13564102564102565,8.248979591836735,2.44,0.04979591836734694,0.6397473797366299,21,50
-0.6903862382328457,0.17509803921568629,7.638367346938775,2.6,0.053061224489795916,0.5950295857988166,18,50
-1.6352960883485503,0.13564102564102565,8.44,2.44,0.04979591836734694,0.6389411448535339,21,50
-1.6352960883485503,0.12205128205128205,7.343673469387755,2.44,0.04979591836734694,0.6405536146197258,20,50
